01010,2502,MA
01257,2503,MA
01267,2508,MA
01331,2507,MA
01339,2509,MA
01469,4401,MA
02027,3302,MA
02120,3301,MA
02128,2301,MA
02199,2302,MA
02361,5000,MA
02664,0902,MA
02668,0901,MA
02648,0905,MA
02739,0904,MA
02895,3409,RI
03281,3411,NH
03743,3405,NH
03592,3406,NH
03605,3403,NH
03886,3401,NH
03884,3402,NH
04357,3407,ME
04649,3412,ME
04627,3610,ME
04562,3607,ME
04921,3612,ME
04548,3608,ME
05038,3609,VT
05474,3614,VT
05679,3606,VT
05651,3603,VT
05763,3605,VT
05738,3604,VT
05874,3602,VT
06042,3601,CT
06042,3618,CT
06052,3617,CT
06010,3619,CT
06010,3620,CT
05905,3621,VT
06060,3622,CT
06078,3627,CT
06108,3626,CT
06468,3624,CT
06787,3623,CT
06880,3625,CT
06907,4217,CT
07010,4218,NJ
07110,4214,NJ
07110,4213,NJ
07462,4215,NJ
07645,4216,NJ
07607,4212,NJ
07758,4210,NJ
07849,4211,NJ
08046,4209,NJ
08099,4206,NJ
08401,4207,NJ
08559,4204,NJ
08820,4201,NJ
08880,4205,NJ
10005,4203,NY
10004,1000,NY
10038,1100,NY
10038,2405,NY
10110,2408,NY
11210,2407,NY
11210,2403,NY
11354,2401,NY
11354,2406,NY
11358,5110,NY
11358,5111,NY
11352,5108,NY
11375,5101,NY
11553,5105,NY
11716,5106,NY
11756,5107,NY
11950,5103,NY
10537,5102,NY
10537,5109,NY
10595,5403,NY
10916,3706,NY
10952,3713,NY
12037,3704,NY
12180,3707,NY
12139,3702,NY
12086,3703,NY
12086,3701,NY
12115,3708,NY
12066,3709,NY
12205,3705,NY
12474,3710,NY
12786,3712,NY
12845,3711,NY
12832,4506,NY
12944,4503,NY
12989,4502,NY
13478,4507,NY
13761,4501,NY
14086,4505,NY
14212,4504,NY
14560,1303,NY
14513,1313,NY
14513,1305,NY
14616,1314,NY
14621,1304,NY
14903,1310,NY
15076,1311,PA
15139,1309,PA
15139,1301,PA
15222,1312,PA
15225,1204,PA
15214,1302,PA
15214,1308,PA
15442,1205,PA
15344,1201,PA
15563,1203,PA
15642,1202,PA
15642,1226,PA
15771,1211,PA
15681,1206,PA
15681,1207,PA
15943,1225,PA
16120,1224,PA
16120,1218,PA
16115,1227,PA
16827,1215,PA
17024,1214,PA
17020,1208,PA
17020,1212,PA
17065,0106,PA
17065,0107,PA
17201,0104,PA
17560,1217,PA
17569,1219,PA
17569,0105,PA
17569,0102,PA
17702,0103,PA
17845,2801,PA
17961,0101,PA
18072,2802,PA
18070,2803,PA
18070,2804,PA
18902,4704,PA
18912,4706,PA
19061,4702,PA
19138,4703,PA
19153,4708,PA
19150,4701,PA
19150,5402,PA
19440,5401,PA
19440,4707,PA
19938,2104,DE
20019,2105,DC
20693,2101,MD
20676,2106,MD
20764,2102,MD
20818,2103,MD
21044,3909,MD
21044,3913,MD
21050,3914,MD
21218,3905,MD
21218,3904,MD
21403,3916,MD
21555,3906,MD
21797,3912,MD
21797,3915,MD
21797,3908,MD
21784,3901,MD
21784,3902,MD
21784,3910,MD
21801,3903,MD
22015,3907,VA
22015,1801,VA
22313,1802,VA
22307,1803,VA
22432,1805,VA
22727,1807,VA
22812,1806,VA
22824,1804,VA
22830,1808,VA
22974,2609,VA
22974,1809,VA
22959,2607,VA
23607,2614,VA
23701,2608,VA
23666,2611,VA
23666,2613,VA
23936,2610,VA
24013,2603,VA
23976,2606,VA
24104,2602,VA
24245,1902,VA
24314,1903,VA
24505,1901,VA
24651,1904,VA
24715,2601,WV
27292,4600,NC
27292,3101,NC
27529,3103,NC
27529,2001,NC
27529,5501,NC
27532,5502,NC
27824,5507,NC
27832,5506,NC
27801,5505,NC
27801,5503,NC
27882,2708,NC
27882,2703,NC
27870,2706,NC
28082,2704,NC
28133,2702,NC
28164,2701,NC
28164,3800,NC
28282,2707,NC
28311,1702,NC
28343,1701,NC
28728,1713,NC
28693,1718,NC
28650,1715,NC
28432,1712,NC
28420,1717,NC
28777,1716,NC
28777,1706,NC
28786,1708,NC
28746,1709,NC
28746,1705,NC
28745,1704,NC
29133,1707,SC
29105,1714,SC
29105,2903,SC
29620,2901,SC
29845,2908,SC
29565,2902,SC
29530,2906,SC
29530,2905,SC
29547,2904,SC
29580,2003,SC
29403,2002,SC
29403,2907,SC
29372,2004,SC
29372,2203,SC
29437,2205,SC
29223,2204,SC
29223,2202,SC
29210,2206,SC
29210,0504,SC
29325,4004,SC
29168,0503,SC
29481,4003,SC
29456,4804,SC
29453,4002,SC
29935,4824,SC
29918,4001,SC
29924,4833,SC
30185,4801,GA
30185,4803,GA
30309,4806,GA
30312,4813,GA
30132,4812,GA
30035,4817,GA
30223,4826,GA
30223,4802,GA
30228,4811,GA
30228,4825,GA
30703,4808,GA
30635,4818,GA
30630,4827,GA
30521,4814,GA
30411,4836,GA
30411,4822,GA
32046,4834,FL
39846,4821,GA
39866,4835,GA
31823,4820,GA
31699,4828,GA
31703,4823,GA
31791,4819,GA
31791,4816,GA
31744,0802,GA
31744,0803,GA
32209,0804,FL
32505,0805,FL
34482,0806,FL
34482,0406,FL
33037,0407,FL
32778,0409,FL
32778,0404,FL
32792,0401,FL
32643,0402,FL
32643,3502,FL
32563,3503,FL
32539,4903,FL
33015,4901,FL
33015,3203,FL
34949,0628,FL
33193,0634,FL
33140,0640,FL
33144,0636,FL
33144,0625,FL
33146,0630,FL
33238,0629,FL
33610,0626,FL
33610,0638,FL
33635,0647,FL
32968,0623,FL
32931,0620,FL
33556,0616,FL
33556,0649,FL
33543,0650,FL
35049,0622,AL
35042,0604,AL
35042,0624,AL
35063,0615,AL
35063,0610,AL
34292,0627,FL
34112,0641,FL
34112,0642,FL
33993,0608,FL
33973,0635,FL
35097,0646,AL
35801,0618,AL
36037,0617,AL
36066,0648,AL
36016,0645,AL
36016,0632,AL
35640,0614,AL
35645,0602,AL
35621,0603,AL
35621,0601,AL
35740,0606,AL
35406,1502,AL
35960,0611,AL
35963,0609,AL
35554,1601,AL
35548,4105,AL
36108,4101,AL
36108,3000,AL
36250,1602,AL
38632,4102,MS
38856,5309,MS
36861,4104,AL
36475,4103,AL
36475,5308,AL
36502,5306,AL
36502,5307,AL
38778,5302,MS
36551,5301,AL
36611,0200,AL
39152,5305,MS
39159,5304,MS
39661,3404,MS
39661,1221,MS
39555,2604,MS
39465,2705,MS
37190,0501,TN
37190,4805,TN
37804,5600,TN
37841,0405,TN
37829,0639,TN
38006,2404,TN
37338,2605,TN
37338,5508,TN
37313,4831,TN
37320,4902,TN
37310,0633,TN
37310,0652,TN
37882,5303,TN
37414,1222,TN
37618,4807,TN
25520,0651,WV
25438,3410,WV
26148,4208,WV
24739,5504,WV
24860,1501,WV
24870,0619,WV
25260,0903,WV
25235,3202,WV
38358,4709,TN
38463,1711,TN
25601,3204,WV
25529,1216,WV
38559,4810,TN
38559,2504,TN
26610,4402,WV
26610,3408,WV
41004,3613,KY
40927,3615,KY
40856,3616,KY
40862,2402,KY
42025,5104,KY
41826,1307,KY
41723,1223,KY
40507,1213,KY
40040,4705,KY
40152,3911,KY
40342,1703,KY
40342,1710,KY
40291,2201,KY
40291,0502,KY
40291,4832,KY
40390,4829,KY
40390,4815,KY
40359,0801,KY
42217,0403,KY
44142,4904,OH
44231,0637,OH
44231,0643,OH
43430,3201,OH
43430,0644,OH
43504,0621,OH
42372,0631,KY
42629,0612,KY
43619,0605,OH
44276,0607,OH
44699,5310,OH
43030,1210,OH
44507,4005,OH
43113,1209,OH
43140,2505,OH
43140,3102,OH
45224,2506,OH
45224,3611,OH
45415,4202,OH
45601,1220,OH
45601,2612,OH
45601,4809,OH
45202,0807,OH
45202,0408,OH
45118,0613,OH
43205,1306,OH
43844,3501,OH
45053,7800,OH
45619,4830,OH
